0;0;0;0;land;false;unknown;0
1;174;165;252;land;false;plains;1
2;132;221;248;land;false;plains;1
3;214;202;225;land;false;plains;1
4;238;143;167;land;false;plains;1
5;83;238;189;land;false;plains;1
6;129;231;244;land;false;plains;1
7;217;211;166;land;false;plains;1
8;224;251;252;land;false;plains;1
9;233;170;224;land;false;plains;1
10;190;183;248;land;false;plains;1
11;252;238;121;land;false;plains;1
12;53;252;208;land;false;plains;1
13;78;239;239;land;false;plains;1
14;238;229;61;land;false;plains;1
15;169;113;233;land;false;plains;1
16;170;132;200;land;false;plains;1
17;191;185;130;land;false;plains;1
18;163;138;249;land;false;plains;1
19;195;222;192;land;false;plains;1
20;164;202;171;land;false;plains;1
21;241;188;162;land;true;plains;1
22;134;253;206;land;false;plains;1
23;177;187;225;land;false;plains;1
24;126;204;193;land;false;plains;1
25;220;214;166;land;false;plains;1
26;218;221;182;land;true;plains;1
27;32;254;240;land;true;plains;1
28;227;135;186;land;false;plains;1
29;208;224;229;land;false;plains;1
30;219;99;204;land;false;plains;1
31;125;216;219;land;false;plains;1
32;102;236;185;land;false;plains;1
33;231;71;245;land;false;plains;1
34;140;224;191;land;false;plains;1
35;238;221;47;land;false;plains;1
36;228;252;181;land;false;plains;1
37;143;193;200;land;false;plains;1
38;239;238;217;land;false;plains;1
39;231;154;166;land;false;plains;1
40;196;252;177;land;false;plains;1
41;110;208;249;land;true;plains;1
42;197;66;242;land;false;plains;1
43;221;134;215;land;false;plains;1
44;254;154;105;land;false;plains;1
45;213;87;206;land;true;plains;1
46;248;109;171;land;false;plains;1
47;236;239;76;land;true;plains;1
48;231;237;170;land;false;plains;1
49;214;77;237;land;false;plains;1
50;50;253;201;land;false;plains;1
51;198;87;252;land;false;plains;1
52;239;101;219;land;false;plains;1
53;119;208;178;land;false;plains;1
54;252;201;213;land;false;plains;1
55;245;196;65;land;false;plains;1
56;179;220;169;land;true;plains;1
57;247;187;224;land;false;plains;1
58;174;246;222;land;false;plains;1
59;242;104;245;land;false;plains;1
60;55;250;254;land;false;plains;1
61;107;185;243;land;false;plains;1
62;225;228;66;land;true;plains;1
63;238;152;184;land;false;plains;1
64;242;217;85;land;false;plains;1
65;244;243;143;land;false;plains;1
66;126;204;203;land;false;plains;1
67;123;225;232;land;false;plains;1
68;219;105;243;land;false;plains;1
69;92;252;180;land;true;plains;1
70;229;154;192;land;false;plains;1
71;183;233;133;land;false;plains;1
72;122;210;195;land;false;plains;1
73;97;158;248;land;false;plains;1
74;167;140;220;land;false;plains;1
75;189;192;120;land;false;plains;1
76;180;227;183;land;false;plains;1
77;246;86;200;land;false;plains;1
78;142;140;254;land;false;plains;1
79;212;242;205;land;false;plains;1
80;122;202;206;land;false;plains;1
81;214;248;200;land;false;plains;1
82;109;232;235;land;false;plains;1
83;120;236;236;land;false;plains;1
84;250;64;212;land;false;plains;1
85;88;235;215;land;false;plains;1
86;171;159;215;land;false;plains;1
87;206;209;128;land;false;plains;1
88;58;243;254;land;false;plains;1
89;185;117;204;land;true;plains;1
90;209;173;159;land;false;plains;1
91;232;101;195;land;false;plains;1
92;245;252;223;land;false;plains;1
93;232;249;192;land;false;plains;1
94;229;171;155;land;false;plains;1
95;162;138;252;land;false;plains;1
96;251;160;98;land;true;plains;1
97;238;221;119;land;false;plains;1
98;108;168;246;land;false;plains;1
99;214;149;225;land;false;plains;1
100;209;63;234;land;false;plains;1
101;199;224;229;land;true;plains;1
102;185;160;200;land;false;plains;1
103;224;243;249;land;false;plains;1
104;154;151;249;land;false;plains;1
105;245;241;44;land;true;plains;1
106;252;241;196;land;false;plains;1
107;219;157;216;land;true;plains;1
108;233;181;204;land;false;plains;1
109;92;251;214;land;false;plains;1
110;220;156;134;land;true;plains;1
111;248;207;220;land;false;plains;1
112;227;234;223;land;false;plains;1
113;127;244;150;land;false;plains;1
114;112;228;241;land;false;plains;1
115;191;145;169;land;false;plains;1
116;253;83;180;land;false;plains;1
117;173;154;193;land;false;plains;1
118;125;230;165;land;false;plains;1
119;238;236;57;land;false;plains;1
120;248;235;228;land;false;plains;1
121;223;199;254;land;false;plains;1
122;48;229;245;land;false;plains;1
123;238;249;112;land;false;plains;1
124;162;192;162;land;false;plains;1
125;243;226;74;land;false;plains;1
126;246;210;180;land;false;plains;1
127;217;191;146;land;false;plains;1
128;235;171;104;land;true;plains;1
129;134;181;201;land;false;plains;1
130;44;241;235;land;false;plains;1
131;247;64;192;land;false;plains;1
132;249;191;75;land;false;plains;1
133;232;231;131;land;true;plains;1
134;253;102;236;land;true;plains;1
135;252;194;151;land;false;plains;1
136;182;160;234;land;true;plains;1
137;250;121;240;land;true;plains;1
138;226;116;196;land;false;plains;1
139;210;75;219;land;true;plains;1
140;243;94;218;land;true;plains;1
141;165;116;223;land;true;plains;1
142;60;207;248;land;false;plains;1
143;42;210;254;land;false;plains;1
144;86;242;183;land;false;plains;1
145;247;244;193;land;false;plains;1
146;254;252;252;land;false;plains;1
147;226;170;243;land;false;plains;1
148;214;249;138;land;false;plains;1
149;197;214;207;land;false;plains;1
150;249;249;239;land;false;plains;1
151;98;193;248;land;false;plains;1
152;179;182;147;land;false;plains;1
153;195;228;249;land;false;plains;1
154;138;171;218;land;false;plains;1
155;177;204;177;land;false;plains;1
156;185;239;207;land;false;plains;1
157;181;224;109;land;false;plains;1
158;95;232;178;land;false;plains;1
159;252;209;250;land;false;plains;1
160;105;237;224;land;false;plains;1
161;249;158;203;land;false;plains;1
162;179;214;172;land;false;plains;1
163;165;191;240;land;false;plains;1
164;180;249;146;land;false;plains;1
165;189;190;238;land;false;plains;1
166;217;129;218;land;false;plains;1
167;81;179;254;land;false;plains;1
168;221;214;141;land;false;plains;1
169;227;146;246;land;false;plains;1
170;207;250;243;land;false;plains;1
171;209;234;165;land;true;plains;1
172;146;231;225;land;true;plains;1
173;208;249;210;land;false;plains;1
174;204;204;150;land;false;plains;1
175;175;238;174;land;false;plains;1
176;63;215;224;land;false;plains;1
177;200;138;207;land;false;plains;1
178;146;160;207;land;false;plains;1
179;118;209;233;land;false;plains;1
180;226;119;208;land;false;plains;1
181;176;234;194;land;false;plains;1
182;188;212;102;land;false;plains;1
183;229;131;164;land;true;plains;1
184;141;167;249;land;false;plains;1
185;222;252;52;land;true;plains;1
186;189;252;159;land;false;plains;1
187;227;116;217;land;false;plains;1
188;161;217;128;land;false;plains;1
189;206;140;228;land;false;plains;1
190;126;164;249;land;false;plains;1
191;146;161;217;land;true;plains;1
192;44;248;209;land;false;plains;1
193;243;162;239;land;false;plains;1
194;151;245;193;land;false;plains;1
195;85;240;241;land;false;plains;1
196;183;180;201;land;false;plains;1
197;233;223;124;land;true;plains;1
198;250;220;81;land;false;plains;1
199;229;192;125;land;false;plains;1
200;244;137;177;land;true;plains;1
201;140;169;210;land;true;plains;1
202;148;242;121;land;false;plains;1
203;219;193;220;land;false;plains;1
204;79;221;220;land;false;plains;1
205;252;88;192;land;true;plains;1
206;216;114;194;land;false;plains;1
207;252;200;123;land;true;plains;1
208;138;214;250;land;false;plains;1
209;206;223;116;land;false;plains;1
210;55;232;222;land;true;plains;1
211;165;237;137;land;false;plains;1
212;230;213;135;land;false;plains;1
213;243;196;108;land;false;plains;1
214;194;201;169;land;false;plains;1
215;237;191;177;land;false;plains;1
216;239;86;215;land;false;plains;1
217;230;214;189;land;false;plains;1
218;184;198;171;land;false;plains;1
219;243;198;154;land;true;plains;1
220;194;219;190;land;false;plains;1
221;173;245;227;land;false;plains;1
222;184;204;223;land;false;plains;1
223;222;171;242;land;false;plains;1
224;74;242;196;land;false;plains;1
225;221;216;237;land;false;plains;1
226;109;218;241;land;false;plains;1
227;88;177;244;land;false;plains;1
228;66;249;223;land;false;plains;1
229;236;106;234;land;false;plains;1
230;199;201;150;land;false;plains;1
231;150;197;246;land;false;plains;1
232;122;193;231;land;false;plains;1
233;117;232;210;land;false;plains;1
234;231;157;165;land;true;plains;1
235;184;95;241;land;false;plains;1
236;99;191;215;land;true;plains;1
237;141;128;233;land;false;plains;1
238;228;127;166;land;false;plains;1
239;240;188;223;land;false;plains;1
240;208;159;250;land;false;plains;1
241;223;203;85;land;false;plains;1
242;190;141;229;land;true;plains;1
243;253;145;219;land;false;plains;1
244;200;186;174;land;false;plains;1
245;227;157;196;land;false;plains;1
246;229;188;182;land;true;plains;1
247;249;143;159;land;false;plains;1
248;119;196;190;land;false;plains;1
249;105;246;238;land;false;plains;1
250;228;224;53;land;false;plains;1
251;123;254;213;land;true;plains;1
252;217;226;194;land;true;plains;1
253;139;226;185;land;false;plains;1
254;183;215;222;land;false;plains;1
255;172;225;129;land;false;plains;1
256;209;65;244;land;false;plains;1
257;246;197;105;land;true;plains;1
258;193;250;210;land;false;plains;1
259;175;165;168;land;true;plains;1
260;171;206;221;land;false;plains;1
261;184;107;220;land;false;plains;1
262;155;136;231;land;false;plains;1
263;254;249;85;land;false;plains;1
264;197;195;172;land;false;plains;1
265;237;122;145;land;false;plains;1
266;78;236;231;land;false;plains;1
267;156;122;248;land;false;plains;1
268;163;115;235;land;false;plains;1
269;190;151;252;land;false;plains;1
270;122;213;182;land;true;plains;1
271;244;62;225;land;false;plains;1
272;242;240;45;land;false;plains;1
273;147;252;233;land;false;plains;1
274;219;123;223;land;false;plains;1
275;230;117;218;land;false;plains;1
276;155;243;210;land;false;plains;1
277;222;224;251;land;false;plains;1
278;198;190;197;land;false;plains;1
279;96;249;225;land;true;plains;1
280;248;206;153;land;false;plains;1
281;220;226;191;land;false;plains;1
282;162;195;224;land;false;plains;1
283;206;174;173;land;false;plains;1
284;238;129;148;land;false;plains;1
285;222;201;170;land;false;plains;1
286;201;205;128;land;false;plains;1
287;223;91;197;land;true;plains;1
288;183;145;213;land;false;plains;1
289;195;156;240;land;false;plains;1
290;112;246;180;land;false;plains;1
291;190;207;182;land;true;plains;1
292;216;88;209;land;true;plains;1
293;131;254;175;land;false;plains;1
294;198;195;224;land;true;plains;1
295;187;183;194;land;true;plains;1
296;227;96;236;land;false;plains;1
297;242;210;120;land;false;plains;1
298;133;146;236;land;false;plains;1
299;251;142;180;land;true;plains;1
300;238;184;221;land;false;plains;1
301;222;140;251;land;true;plains;1
302;229;254;186;land;false;plains;1
303;94;184;223;land;false;plains;1
